parentTconst,primaryTitle,tconst,seasonNumber,episodeNumber,averageRating,numVotes,directors,writers,z
tt0060028,Star Trek,tt0059753,1,0,7.7,4176,nm0125111,nm0734472,0.27340725510874603
tt0060028,Star Trek,tt0061027,1,3,7.8,3761,nm0326360,"nm0670268,nm0734472",0.3994046438708343
tt0092455,Star Trek: The Next Generation,tt0094030,1,1,7,4400,nm0001904,"nm0734472,nm0284894,nm0868124",-0.6085744662258752
tt0106145,Star Trek: Deep Space Nine,tt0108214,1,1,7.5,2792,nm0141222,"nm0734472,nm0075834,nm0683522",0.02141247758456835
tt0092455,Star Trek: The Next Generation,tt0111281,7,25,8.7,6719,nm0463926,"nm0734472,nm0601822,nm0103804",1.533381142729632
tt0112178,Star Trek: Voyager,tt0114530,1,1,7.4,2703,nm0463926,"nm0734472,nm0075834,nm0683522,nm0852578",-0.10458491117751992
tt0092455,Star Trek: The Next Generation,tt0162905,5,18,9,2285,nm0000408,"nm0734472,nm0103804",1.911373309015899
tt0092455,Star Trek: The Next Generation,tt0170501,5,1,8.4,1624,nm0141222,"nm0734472,nm0601822",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0286610,1,1,7.6,3396,nm0176702,"nm0734472,nm0075834,nm0103804",0.14740986634665662
tt0060028,Star Trek,tt0394903,1,13,7.3,2146,nm0652631,"nm0873200,nm0734472",-0.2305822999396093
tt0060028,Star Trek,tt0394904,1,11,8.4,2441,"nm0200022,nm0125111",nm0734472,1.1553889764433674
tt0060028,Star Trek,tt0394905,1,8,7.1,2360,nm0568546,"nm0818649,nm0734472",-0.482577077463787
tt0106145,Star Trek: Deep Space Nine,tt0394906,4,1,9,1326,nm0176702,"nm0734472,nm0075834,nm0683522,nm0066985,nm0938129",1.911373309015899
tt0106145,Star Trek: Deep Space Nine,tt0394907,7,25,8.8,1160,nm0471862,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",1.6593785314917227
tt0112178,Star Trek: Voyager,tt0394908,3,16,7.3,842,nm0732367,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822",-0.2305822999396093
tt0112178,Star Trek: Voyager,tt0394909,5,10,7.9,954,nm0484464,"nm0734472,nm0075834,nm0683522,nm0852578,nm0852899",0.5254020326329236
tt0112178,Star Trek: Voyager,tt0394910,5,15,8.4,964,nm0092853,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775,nm0298188,nm0755986",1.1553889764433674
tt0112178,Star Trek: Voyager,tt0394911,7,25,8.5,1389,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm1201266,nm0103804",1.2813863652054556
tt0112178,Star Trek: Voyager,tt0394912,7,9,7.6,806,nm0892144,"nm0734472,nm0075834,nm0683522,nm0852578,nm0298188,nm0597443,nm0338249",0.14740986634665662
tt0112178,Star Trek: Voyager,tt0394913,4,18,7.8,938,nm0515237,"nm0734472,nm0075834,nm0683522,nm0852578,nm0103804,nm0579775",0.3994046438708343
tt0112178,Star Trek: Voyager,tt0394914,7,12,7,808,nm0491496,"nm0734472,nm0075834,nm0683522,nm0852578,nm0434851",-0.6085744662258752
tt0112178,Star Trek: Voyager,tt0394915,3,7,5.9,953,nm0000536,"nm0734472,nm0075834,nm0683522,nm0852578,nm0459822,nm1206002",-1.9945457426088506
tt0112178,Star Trek: Voyager,tt0394916,7,16,7.7,796,nm0471862,"nm0734472,nm0075834,nm0683522,nm0852578,nm0082376,nm0298188",0.27340725510874603
tt0244365,Star Trek: Enterprise,tt0572172,2,5,6.8,824,nm0833191,"nm0734472,nm0075834,nm0103804",-0.860569243750053
tt0244365,Star Trek: Enterprise,tt0572173,1,19,7.6,860,nm0926215,"nm0734472,nm0075834,nm0103804,nm0415111,nm0415110",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572174,4,15,8.1,686,nm0343687,"nm0734472,nm0075834,nm0103804,nm0839943,nm0182873",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572175,3,2,8,718,nm0833191,"nm0734472,nm0075834,nm0103804,nm0839943",0.651399421395012
tt0244365,Star Trek: Enterprise,tt0572176,4,8,8.3,711,nm0206259,"nm0734472,nm0075834,nm0103804,nm0097004",1.029391587681279
tt0244365,Star Trek: Enterprise,tt0572177,3,18,8.7,772,nm0471862,"nm0734472,nm0075834,nm0103804,nm0182873,nm0097004",1.533381142729632
tt0244365,Star Trek: Enterprise,tt0572178,4,12,8.5,713,nm0833191,"nm0734472,nm0075834,nm0103804,nm0839943,nm0097004",1.2813863652054556
tt0244365,Star Trek: Enterprise,tt0572179,4,4,8.1,757,nm0515237,"nm0734472,nm0075834,nm0103804,nm0493855",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572180,4,17,7,698,nm0471862,"nm0734472,nm0075834,nm0103804,nm0182873",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572181,2,25,7,679,nm0206259,"nm0734472,nm0075834,nm0103804,nm0864834,nm0839943,nm0835040",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572182,1,8,7.2,854,nm0934664,"nm0734472,nm0075834,nm0103804,nm0415110,nm0415111",-0.3565796887016976
tt0244365,Star Trek: Enterprise,tt0572184,1,2,7.9,1439,nm0176702,"nm0734472,nm0075834,nm0103804",0.5254020326329236
tt0244365,Star Trek: Enterprise,tt0572185,2,17,6.9,687,nm0471862,"nm0734472,nm0075834,nm0103804,nm0793062",-0.7345718549879635
tt0244365,Star Trek: Enterprise,tt0572186,2,2,8.4,1035,nm0176448,"nm0734472,nm0075834,nm0103804,nm0085220,nm0642591",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572187,3,11,7.5,770,nm0892144,"nm0734472,nm0075834,nm0103804",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0572188,2,15,8.1,764,nm0833191,"nm0734472,nm0075834,nm0103804,nm0085220",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572189,3,12,6.9,735,nm0206259,"nm0734472,nm0075834,nm0103804,nm0182873",-0.7345718549879635
tt0244365,Star Trek: Enterprise,tt0572190,1,9,7.2,844,nm0892144,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",-0.3565796887016976
tt0244365,Star Trek: Enterprise,tt0572191,2,22,7.9,903,nm0000996,"nm0734472,nm0075834,nm0103804",0.5254020326329236
tt0244365,Star Trek: Enterprise,tt0572192,1,11,7.8,850,nm0000536,"nm0734472,nm0075834,nm0103804,nm1000108,nm1027060",0.3994046438708343
tt0244365,Star Trek: Enterprise,tt0572193,4,5,8.1,722,nm0892144,"nm0734472,nm0075834,nm0103804,nm0107524",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572194,3,23,8.6,714,nm0000536,"nm0734472,nm0075834,nm0103804,nm0097004,nm0085220",1.4073837539675438
tt0244365,Star Trek: Enterprise,tt0572195,4,10,6.4,669,nm0833191,"nm0734472,nm0075834,nm0103804,nm0107524,nm0493855",-1.3645587987984071
tt0244365,Star Trek: Enterprise,tt0572196,3,19,8.2,724,nm0176702,"nm0734472,nm0075834,nm0103804,nm0835040,nm0097004",0.9033941989191885
tt0244365,Star Trek: Enterprise,tt0572197,2,13,7.4,722,nm0206259,"nm0734472,nm0075834,nm0103804,nm0793062",-0.10458491117751992
tt0244365,Star Trek: Enterprise,tt0572198,2,4,8.1,843,nm0206259,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572199,1,13,8,926,nm0176448,"nm0734472,nm0075834,nm0103804,nm0415110,nm0415111",0.651399421395012
tt0244365,Star Trek: Enterprise,tt0572200,4,20,7.9,679,nm0000996,"nm0734472,nm0075834,nm0103804,nm0182873",0.5254020326329236
tt0244365,Star Trek: Enterprise,tt0572201,1,24,7,756,nm0833191,"nm0734472,nm0075834,nm0103804,nm0097004",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572202,1,21,7.4,761,nm0515237,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",-0.10458491117751992
tt0244365,Star Trek: Enterprise,tt0572203,4,16,8.1,673,nm0057106,"nm0734472,nm0075834,nm0103804,nm0716320,nm0716321",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572204,3,16,7.5,715,nm0206259,"nm0734472,nm0075834,nm0103804,nm0085220,nm0097004",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0572205,3,21,8,748,nm0206259,"nm0734472,nm0075834,nm0103804,nm0839943,nm0097004",0.651399421395012
tt0244365,Star Trek: Enterprise,tt0572206,3,6,7,700,nm0206259,"nm0734472,nm0075834,nm0103804,nm0835040",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572207,3,3,6.2,730,nm0000996,"nm0734472,nm0075834,nm0103804,nm0097004",-1.6165535763225847
tt0244365,Star Trek: Enterprise,tt0572208,1,23,8.1,810,nm0606845,"nm0734472,nm0075834,nm0103804,nm0189101,nm0085220",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572209,1,3,7,927,nm0471862,"nm0734472,nm0075834,nm0103804",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572210,2,24,7.6,749,nm0000996,"nm0734472,nm0075834,nm0103804,nm0793062,nm0085220",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572211,1,10,6.6,817,nm0000996,"nm0734472,nm0075834,nm0103804,nm0240384",-1.1125640212742305
tt0244365,Star Trek: Enterprise,tt0572212,1,17,7.1,809,nm0373154,"nm0734472,nm0075834,nm0103804,nm0835040,nm0839943",-0.482577077463787
tt0244365,Star Trek: Enterprise,tt0572213,2,16,8.2,757,nm0926215,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",0.9033941989191885
tt0244365,Star Trek: Enterprise,tt0572214,3,15,7.6,713,nm0515237,"nm0734472,nm0075834,nm0103804,nm0182873,nm0097004",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572215,3,17,6.9,689,nm0343687,"nm0734472,nm0075834,nm0103804,nm0097004,nm0839943",-0.7345718549879635
tt0244365,Star Trek: Enterprise,tt0572216,4,3,8.1,1325,nm0471862,"nm0734472,nm0075834,nm0103804,nm0839943",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572217,2,20,6.7,701,nm0176448,"nm0734472,nm0075834,nm0103804,nm0097004",-0.9865666325121412
tt0244365,Star Trek: Enterprise,tt0572218,3,5,7.6,736,nm0515237,"nm0734472,nm0075834,nm0103804,nm0272989,nm0558052",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572219,4,18,8.7,974,nm0176702,"nm0734472,nm0075834,nm0103804,nm0839943",1.533381142729632
tt0244365,Star Trek: Enterprise,tt0572220,4,19,8.6,922,nm0750691,"nm0734472,nm0075834,nm0103804,nm0839943,nm0182873",1.4073837539675438
tt0244365,Star Trek: Enterprise,tt0572221,2,19,7.7,747,nm0176702,"nm0734472,nm0075834,nm0103804,nm0329047,nm0255473",0.27340725510874603
tt0244365,Star Trek: Enterprise,tt0572222,4,9,8.6,717,nm0515237,"nm0734472,nm0075834,nm0103804,nm0839943",1.4073837539675438
tt0244365,Star Trek: Enterprise,tt0572223,2,6,6.8,763,nm0892144,"nm0734472,nm0075834,nm0103804,nm1243918",-0.860569243750053
tt0244365,Star Trek: Enterprise,tt0572224,2,3,7.6,788,nm0176448,"nm0734472,nm0075834,nm0103804,nm0793062,nm7610846",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572225,3,9,7,776,nm0833191,"nm0734472,nm0075834,nm0103804,nm0329047",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572226,1,20,7.1,774,nm0153191,"nm0734472,nm0075834,nm0103804,nm1000108",-0.482577077463787
tt0244365,Star Trek: Enterprise,tt0572227,2,11,6.7,772,nm0515237,"nm0734472,nm0075834,nm0103804,nm0329047",-0.9865666325121412
tt0244365,Star Trek: Enterprise,tt0572228,3,13,8.4,752,nm0515237,"nm0734472,nm0075834,nm0103804,nm0085220,nm0097004",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572229,3,4,7.2,715,nm0892144,"nm0734472,nm0075834,nm0103804,nm0295165,nm0085220,nm0114399",-0.3565796887016976
tt0244365,Star Trek: Enterprise,tt0572230,2,23,8.6,1451,nm0515237,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",1.4073837539675438
tt0244365,Star Trek: Enterprise,tt0572231,1,18,6.7,791,nm0471862,"nm0734472,nm0075834,nm0103804,nm0085220",-0.9865666325121412
tt0244365,Star Trek: Enterprise,tt0572232,1,15,7.8,822,nm0892144,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",0.3994046438708343
tt0244365,Star Trek: Enterprise,tt0572233,1,26,8.5,815,nm0471862,"nm0734472,nm0075834,nm0103804",1.2813863652054556
tt0244365,Star Trek: Enterprise,tt0572234,2,1,8.4,1326,nm0471862,"nm0734472,nm0075834,nm0103804",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572235,1,12,7.7,840,nm0463926,"nm0734472,nm0075834,nm0103804,nm0097004",0.27340725510874603
tt0244365,Star Trek: Enterprise,tt0572236,3,10,8.4,934,nm0000996,"nm0734472,nm0075834,nm0103804,nm0182873,nm0097004,nm0272989",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572237,2,9,7.5,757,nm0606845,"nm0734472,nm0075834,nm0103804,nm0085220",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0572238,1,14,7.2,781,nm0484464,"nm0734472,nm0075834,nm0103804,nm0215269",-0.3565796887016976
tt0244365,Star Trek: Enterprise,tt0572239,2,14,7.6,759,nm0515237,"nm0734472,nm0075834,nm0103804",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572240,4,1,7.5,758,nm0471862,"nm0734472,nm0075834,nm0103804,nm0182873",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0572241,4,2,7.5,722,nm0833191,"nm0734472,nm0075834,nm0103804,nm0182873",0.02141247758456835
tt0244365,Star Trek: Enterprise,tt0572242,1,4,7,912,nm0515237,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572243,3,14,8.2,726,nm0892144,"nm0734472,nm0075834,nm0103804,nm0839943,nm0558052,nm0097004",0.9033941989191885
tt0244365,Star Trek: Enterprise,tt0572244,1,6,6.5,887,nm0000996,"nm0734472,nm0075834,nm0103804,nm0826291",-1.238561410036319
tt0244365,Star Trek: Enterprise,tt0572245,4,21,8.3,729,nm0750691,"nm0734472,nm0075834,nm0103804,nm0716321,nm0716320,nm0182873,nm0097004",1.029391587681279
tt0244365,Star Trek: Enterprise,tt0572246,4,14,8.4,697,nm0892144,"nm0734472,nm0075834,nm0103804,nm0097004,nm0182873",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572247,1,7,8.1,950,nm0206259,"nm0734472,nm0075834,nm0103804,nm0215269",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572248,4,6,8.1,725,nm0000996,"nm0734472,nm0075834,nm0103804,nm0839943",0.7773968101571002
tt0244365,Star Trek: Enterprise,tt0572249,2,21,7.1,679,nm0000536,"nm0734472,nm0075834,nm0103804,nm0085220,nm0793062,nm0565094",-0.482577077463787
tt0244365,Star Trek: Enterprise,tt0572250,2,12,7.6,726,nm0892144,"nm0734472,nm0075834,nm0103804,nm0839943,nm0835040",0.14740986634665662
tt0244365,Star Trek: Enterprise,tt0572251,2,8,7,740,nm0176448,"nm0734472,nm0075834,nm0103804,nm0097004",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572252,3,22,8.5,692,nm0515237,"nm0734472,nm0075834,nm0103804,nm0182873,nm0097004",1.2813863652054556
tt0244365,Star Trek: Enterprise,tt0572253,2,18,7,698,nm0515237,"nm0734472,nm0075834,nm0103804,nm0097004",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572254,2,26,8.4,770,nm0471862,"nm0734472,nm0075834,nm0103804",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572255,4,7,8.4,723,nm0343687,"nm0734472,nm0075834,nm0103804,nm0716320,nm0716321",1.1553889764433674
tt0244365,Star Trek: Enterprise,tt0572256,3,20,8,702,nm0000996,"nm0734472,nm0075834,nm0103804,nm0085220,nm0329047,nm0097004",0.651399421395012
tt0244365,Star Trek: Enterprise,tt0572257,2,7,6.9,737,nm0515237,"nm0734472,nm0075834,nm0103804",-0.7345718549879635
tt0244365,Star Trek: Enterprise,tt0572258,3,7,7.7,703,nm0833191,"nm0734472,nm0075834,nm0103804,nm0085220,nm0295165",0.27340725510874603
tt0244365,Star Trek: Enterprise,tt0572259,3,1,8,763,nm0471862,"nm0734472,nm0075834,nm0103804",0.651399421395012
tt0244365,Star Trek: Enterprise,tt0572260,4,22,5.3,1295,nm0471862,"nm0734472,nm0075834,nm0103804",-2.7505300751813837
tt0244365,Star Trek: Enterprise,tt0572261,3,8,8.8,982,nm0000536,"nm0734472,nm0075834,nm0103804,nm0839943",1.6593785314917227
tt0244365,Star Trek: Enterprise,tt0572262,1,25,6.8,791,nm0000373,"nm0734472,nm0075834,nm0103804,nm0085220",-0.860569243750053
tt0244365,Star Trek: Enterprise,tt0572263,1,5,7.3,933,nm0892144,"nm0734472,nm0075834,nm0103804,nm0835040,nm0839943,nm1000108,nm0415110,nm0415111",-0.2305822999396093
tt0244365,Star Trek: Enterprise,tt0572264,4,13,8.6,694,nm0515237,"nm0734472,nm0075834,nm0103804,nm0716321,nm0716320,nm0182873",1.4073837539675438
tt0244365,Star Trek: Enterprise,tt0572265,2,10,7,755,nm0833191,"nm0734472,nm0075834,nm0103804",-0.6085744662258752
tt0244365,Star Trek: Enterprise,tt0572266,1,22,6.8,764,nm0206259,"nm0734472,nm0075834,nm0103804,nm0215269",-0.860569243750053
tt0244365,Star Trek: Enterprise,tt0572267,3,24,8.7,754,nm0471862,"nm0734472,nm0075834,nm0103804,nm0097004",1.533381142729632
tt0060028,Star Trek,tt0708412,2,17,7.9,1920,nm0464506,"nm0734472,nm0363492,nm0177731",0.5254020326329236
tt0060028,Star Trek,tt0708413,2,19,7,1624,nm0200022,"nm0734472,nm0408681",-0.6085744662258752
tt0060028,Star Trek,tt0708414,1,23,8.1,2137,nm0678928,"nm0358842,nm0177731,nm0734472",0.7773968101571002
tt0060028,Star Trek,tt0708415,3,23,8.3,1738,nm0159007,"nm0734472,nm1084857",1.029391587681279
tt0060028,Star Trek,tt0708416,2,1,8.7,2463,nm0678928,"nm0734472,nm0836318",1.533381142729632
tt0060028,Star Trek,tt0708417,3,4,5.2,1697,nm0159007,"nm0734472,nm0482303",-2.876527463943472
tt0060028,Star Trek,tt0708418,1,18,8.1,2302,nm0678928,"nm0177731,nm0113582,nm0734472",0.7773968101571002
tt0060028,Star Trek,tt0708419,2,26,7.7,1850,nm0200022,"nm0734472,nm0908526",0.27340725510874603
tt0060028,Star Trek,tt0708420,1,14,9,2899,nm0568546,"nm0773971,nm0734472",1.911373309015899
tt0060028,Star Trek,tt0708421,2,25,7.3,1664,nm0784198,"nm0734472,nm0177731,nm0460711",-0.2305822999396093
tt0060028,Star Trek,tt0708422,2,22,7.7,1698,nm0200022,"nm0734472,nm0284894,nm0003198",0.27340725510874603
tt0060028,Star Trek,tt0708423,2,7,6.3,1784,nm0678928,"nm0734472,nm0088645,nm0284894",-1.4905561875604965
tt0060028,Star Trek,tt0708424,1,2,7.2,2826,nm0229697,"nm0284894,nm0734472",-0.3565796887016976
tt0060028,Star Trek,tt0708425,1,20,7.5,2045,nm0200022,"nm0542531,nm0135830,nm0734472",0.02141247758456835
tt0060028,Star Trek,tt0708426,1,9,7.5,2220,nm0568546,"nm0934574,nm0734472",0.02141247758456835
tt0060028,Star Trek,tt0708427,3,7,8,1674,nm0159007,"nm0734472,nm0003198",0.651399421395012
tt0060028,Star Trek,tt0708428,3,13,7.2,1566,nm0524188,"nm0734472,nm0524188",-0.3565796887016976
tt0060028,Star Trek,tt0708429,1,26,8.3,2049,nm0627950,"nm0177731,nm0734472",1.029391587681279
tt0060028,Star Trek,tt0708430,3,8,7.2,1547,nm0494903,"nm0734472,nm0901566",-0.3565796887016976
tt0060028,Star Trek,tt0708431,2,11,6.9,1703,nm0678928,"nm0734472,nm0284894",-0.7345718549879635
tt0060028,Star Trek,tt0708432,2,8,7.5,1881,nm0200022,"nm0734472,nm0437200,nm0314775",0.02141247758456835
tt0060028,Star Trek,tt0708433,3,5,7.1,1586,nm0784198,"nm0734472,nm1084857",-0.482577077463787
tt0060028,Star Trek,tt0708434,2,10,8.6,2032,nm0678928,"nm0734472,nm0284894",1.4073837539675438
tt0060028,Star Trek,tt0708435,3,15,7.3,1617,nm0852676,"nm0734472,nm0186918,nm0177731",-0.2305822999396093
tt0060028,Star Trek,tt0708436,2,9,7.4,1830,nm0784198,"nm0734472,nm0177731",-0.10458491117751992
tt0060028,Star Trek,tt0708438,2,4,9.2,2661,nm0200022,"nm0734472,nm0003198",2.1633680865400757
tt0060028,Star Trek,tt0708439,1,6,6.9,2463,nm0366314,"nm0437200,nm0734472",-0.7345718549879635
tt0060028,Star Trek,tt0708440,2,13,7.4,1637,nm0784198,"nm0734472,nm0908526",-0.10458491117751992
tt0060028,Star Trek,tt0708441,1,29,7.6,1846,nm0202297,"nm0135830,nm0734472",0.14740986634665662
tt0060028,Star Trek,tt0708442,2,21,7.7,1733,nm0568546,"nm0734472,nm0524188",0.27340725510874603
tt0060028,Star Trek,tt0708443,3,10,6.7,1598,nm0018354,"nm0734472,nm0011219",-0.9865666325121412
tt0060028,Star Trek,tt0708444,3,19,7.5,1613,nm0325476,"nm0734472,nm0003198",0.02141247758456835
tt0060028,Star Trek,tt0708445,2,20,7.6,1626,nm0784198,"nm0734472,nm0240812",0.14740986634665662
tt0060028,Star Trek,tt0708446,1,15,7.6,2305,nm0817081,"nm0836318,nm0734472",0.14740986634665662
tt0060028,Star Trek,tt0708447,1,22,8.9,2866,nm0200022,"nm0177731,nm0928068,nm0734472",1.7853759202538109
tt0060028,Star Trek,tt0708448,3,6,7.4,1686,nm0568546,"nm0734472,nm0177731",-0.10458491117751992
tt0060028,Star Trek,tt0708449,3,1,5.7,1804,nm0200022,"nm0734472,nm0177731",-2.246540520133028
tt0060028,Star Trek,tt0708450,3,17,6.6,1455,nm0909098,"nm0734472,nm0524188,nm0284894",-1.1125640212742305
tt0060028,Star Trek,tt0708451,1,27,5.9,1986,nm0652631,"nm0408681,nm0734472",-1.9945457426088506
tt0060028,Star Trek,tt0708452,2,5,6.5,1767,nm0678928,"nm0734472,nm0251375,nm0177731",-1.238561410036319
tt0060028,Star Trek,tt0708454,2,3,7.8,1847,nm0200022,"nm0734472,nm0524188",0.3994046438708343
tt0060028,Star Trek,tt0708455,1,28,9.3,3455,nm0678928,"nm0255196,nm0734472",2.289365475302166
tt0060028,Star Trek,tt0708456,3,21,7.1,1480,nm0852676,"nm0734472,nm0035392,nm0314775,nm0186918",-0.482577077463787
tt0060028,Star Trek,tt0708458,1,10,8.2,2505,nm0765121,"nm0812257,nm0734472",0.9033941989191885
tt0060028,Star Trek,tt0708459,2,12,7.4,1711,nm0678928,"nm0734472,nm0363492",-0.10458491117751992
tt0060028,Star Trek,tt0708460,1,25,8.5,2250,nm0678928,"nm0177731,nm0734472",1.2813863652054556
tt0060028,Star Trek,tt0708461,2,6,8.8,2329,nm0200022,"nm0734472,nm0819004",1.6593785314917227
tt0060028,Star Trek,tt0708462,3,12,6.7,1626,nm0259589,"nm0734472,nm2165300",-0.9865666325121412
tt0060028,Star Trek,tt0708463,1,5,7.8,2534,nm0671984,"nm0558577,nm0734472",0.3994046438708343
tt0060028,Star Trek,tt0708464,3,2,8.6,1954,nm0524188,"nm0734472,nm0284894",1.4073837539675438
tt0060028,Star Trek,tt0708465,1,16,7.8,2196,nm0321143,"nm0186918,nm0934574,nm0734472",0.3994046438708343
tt0060028,Star Trek,tt0708466,2,16,7.1,1754,nm0625383,"nm0734472,nm0035392",-0.482577077463787
tt0060028,Star Trek,tt0708467,2,18,7.6,1627,nm0678928,"nm0734472,nm0754517",0.14740986634665662
tt0060028,Star Trek,tt0708468,3,18,6.2,1417,nm0448946,"nm0734472,nm2171588,nm0507741",-1.6165535763225847
tt0060028,Star Trek,tt0708469,1,1,7.3,3022,nm0200022,"nm0425138,nm0734472",-0.2305822999396093
tt0060028,Star Trek,tt0708470,3,16,6.6,1485,nm0852676,"nm0734472,nm0805577,nm0011366",-1.1125640212742305
tt0060028,Star Trek,tt0708472,1,12,8.3,2352,"nm0200022,nm0125111",nm0734472,1.029391587681279
tt0060028,Star Trek,tt0708473,1,4,8,2646,nm0200022,"nm0085353,nm0734472",0.651399421395012
tt0060028,Star Trek,tt0708474,2,23,6.3,1701,nm0568546,nm0734472,-1.4905561875604965
tt0060028,Star Trek,tt0708475,3,3,6.9,1677,nm0852676,"nm0734472,nm0035392",-0.7345718549879635
tt0060028,Star Trek,tt0708476,1,21,7.3,1967,nm0678928,"nm0811772,nm0734472",-0.2305822999396093
tt0060028,Star Trek,tt0708477,3,22,6.8,1510,nm0202297,"nm0734472,nm0374352",-0.860569243750053
tt0060028,Star Trek,tt0708478,1,17,7.4,2141,nm0568228,"nm0773971,nm0734472",-0.10458491117751992
tt0060028,Star Trek,tt0708479,3,9,8.2,1678,nm0909098,"nm0734472,nm0122731,nm2123523",0.9033941989191885
tt0060028,Star Trek,tt0708480,2,15,8.9,2573,nm0678928,"nm0734472,nm0314775",1.7853759202538109
tt0060028,Star Trek,tt0708481,2,24,8.1,1718,nm0524188,"nm0734472,nm0284894,nm2124525",0.7773968101571002
tt0060028,Star Trek,tt0708482,3,20,5.5,1713,nm0018354,"nm0734472,nm0374352,nm0284894",-2.498535297657206
tt0060028,Star Trek,tt0708483,1,24,8,2084,nm0784198,"nm0284894,nm0812257,nm0734472",0.651399421395012
tt0060028,Star Trek,tt0708484,1,19,8,2188,nm0641400,"nm0284894,nm0734472",0.651399421395012
tt0060028,Star Trek,tt0708485,3,24,7,1529,nm0909098,"nm0734472,nm0801892",-0.6085744662258752
tt0060028,Star Trek,tt0708486,1,7,7.6,2355,nm0326360,"nm0088645,nm0734472",0.14740986634665662
tt0060028,Star Trek,tt0708488,2,2,7.1,2002,nm0200022,"nm0734472,nm0707804",-0.482577077463787
tt0060028,Star Trek,tt0708489,3,14,7.1,1511,nm0909098,"nm0734472,nm0260012,nm0812257",-0.482577077463787
tt0060028,Star Trek,tt0708490,3,11,7.5,1531,nm0852676,"nm0734472,nm0374352,nm0177731",0.02141247758456835
tt0060028,Star Trek,tt0708491,2,14,7.4,1721,nm0678928,"nm0734472,nm0088645",-0.10458491117751992
tt0106145,Star Trek: Deep Space Nine,tt0708492,7,18,7.6,738,nm0463926,"nm0734472,nm0075834,nm0683522,nm0859918,nm0917131",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708493,5,4,7.6,897,nm0295272,"nm0734472,nm0075834,nm0683522,nm0248404,nm0662095",0.14740986634665662
tt0106145,Star Trek: Deep Space Nine,tt0708494,1,3,6.9,1185,nm0528420,"nm0734472,nm0075834,nm0683522,nm0762561",-0.7345718549879635
tt0106145,Star Trek: Deep Space Nine,tt0708495,5,17,6.6,816,nm0470971,"nm0734472,nm0075834,nm0683522,nm0248404",-1.1125640212742305
tt0106145,Star Trek: Deep Space Nine,tt0708496,6,1,8.5,934,nm0471862,"nm0734472,nm0075834,nm0683522,nm0066985,nm0067234",1.2813863652054556
tt0106145,Star Trek: Deep Space Nine,tt0708497,4,16,7.2,838,nm0484464,"nm0734472,nm0075834,nm0683522,nm0260870,nm0248404",-0.3565796887016976
