tconst,name,year,mz,my,mx,fz,fy,fx,a10,a9,a8,a7,a6,a5,a4,a3,a2,a1,series_name,parentTconst,seasonNumber,episodeNumber,averageRating,numVotes,demo_adj
tt0709006,Virtuoso,2e3,7.4,7.1,7.3,7,7.4,8.1,140,72,210,249,118,55,29,18,13,12,Star Trek: Voyager,tt0112178,6,13,7.2,871,7.292440000000001
tt0709007,Vis À Vis,1998,6.3,6.4,6.7,6.8,7.3,7,94,32,91,243,180,82,33,23,10,14,Star Trek: Voyager,tt0112178,4,20,6.6,760,6.645099999999999
tt0709008,Waking Moments,1998,7.6,7.5,7.6,7.9,7.9,8.1,133,98,286,205,90,40,13,9,5,3,Star Trek: Voyager,tt0112178,4,13,7.6,835,7.68696
tt0709009,Warhead,1999,7.1,7,7.4,6.6,7.4,7.3,108,45,175,293,107,49,18,13,9,5,Star Trek: Voyager,tt0112178,5,25,7.2,785,7.0526
tt0709010,Warlord,1996,6.6,6.6,6.8,6.4,7.5,6.8,116,51,130,221,196,98,33,24,16,13,Star Trek: Voyager,tt0112178,3,10,6.7,858,6.6954
tt0709012,Workforce: Part II,2001,7.8,7.6,7.9,7.4,8.3,8.4,144,93,297,195,53,22,13,3,4,4,Star Trek: Voyager,tt0112178,7,17,7.8,785,7.79332
tt0709013,Worst Case Scenario,1997,8.3,8.1,7.9,7.7,8.3,8.5,181,193,327,149,45,29,9,5,1,3,Star Trek: Voyager,tt0112178,3,25,8.1,898,8.06418
tt0709014,Year of Hell,1997,9.1,8.8,8.7,8.7,8.9,8.4,419,392,236,108,23,19,8,4,1,10,Star Trek: Voyager,tt0112178,4,8,8.8,1158,8.746179999999999
tt0709015,Year of Hell: Part II,1997,9.1,8.6,8.6,8.6,8.9,8.6,368,333,260,114,30,15,10,8,2,9,Star Trek: Voyager,tt0112178,4,9,8.7,1093,8.70166
tt0777529,Parturition,1995,6.2,6.1,6.6,6.2,7.1,7,97,29,96,231,252,103,48,28,13,16,Star Trek: Voyager,tt0112178,2,7,6.4,871,6.41718
tt0795288,Course: Oblivion,1999,7.7,7.5,7.8,7,7.9,7.9,194,143,282,197,73,46,23,24,16,27,Star Trek: Voyager,tt0112178,5,18,7.6,974,7.551220000000001
tt1288527,Flesh and Blood: Part II,2e3,7.6,7.5,7.7,7.5,8,8.3,111,90,232,183,69,27,11,4,5,3,Star Trek: Voyager,tt0112178,7,10,7.6,693,7.66516
tt0286610,Broken Bow: Part I,2001,7.3,7.3,7.4,9.5,8.5,7.4,"1,193",462,619,558,263,125,38,23,25,142,Star Trek: Enterprise,tt0244365,1,1,7.6,3396,7.8468
tt0572172,A Night in Sickbay,2002,6.2,6.7,6.9,7,7.1,7.6,121,67,132,214,133,72,39,21,20,51,Star Trek: Enterprise,tt0244365,2,5,6.8,824,6.782660000000001
tt0572173,Acquisition,2002,7.5,7.5,7.6,6.6,8.2,8.1,138,121,286,181,83,43,14,17,4,11,Star Trek: Enterprise,tt0244365,1,19,7.6,860,7.465179999999999
tt0572174,Affliction,2005,8.1,8,8,7.3,8.3,8.2,154,124,238,130,49,10,5,3,2,3,Star Trek: Enterprise,tt0244365,4,15,8.1,686,7.906140000000001
tt0572175,Anomaly,2003,8,7.9,8,7.8,8.2,7.8,127,121,281,138,49,21,5,3,2,4,Star Trek: Enterprise,tt0244365,3,2,8,718,7.89706
tt0572176,Awakening,2004,8.1,8.2,8.2,8.3,8.7,8.4,177,170,233,91,43,14,7,3,3,3,Star Trek: Enterprise,tt0244365,4,8,8.3,711,8.232299999999999
tt0572177,Azati Prime,2004,9,8.7,8.6,8.7,8.8,8.5,265,249,160,85,21,9,3,4,3,10,Star Trek: Enterprise,tt0244365,3,18,8.7,772,8.688559999999999
tt0572178,Babel One,2005,8.5,8.5,8.4,9,8.8,8.6,191,226,203,75,30,12,2,1,2,4,Star Trek: Enterprise,tt0244365,4,12,8.5,713,8.573640000000001
tt0572179,Borderland,2004,8.2,8.1,8,8.2,8,8.2,178,134,246,151,47,19,6,5,4,6,Star Trek: Enterprise,tt0244365,4,4,8.1,757,8.07162
tt0572180,Bound,2005,6.5,6.9,7.2,6.4,7.7,7.3,117,43,132,201,120,49,23,15,10,19,Star Trek: Enterprise,tt0244365,4,17,7,698,6.86874
tt0572181,Bounty,2003,6.5,6.9,7.2,6.6,7.2,7.6,96,45,134,216,116,44,21,24,7,11,Star Trek: Enterprise,tt0244365,2,25,7,679,6.87232
tt0572182,Breaking the Ice,2001,7.1,7.1,7.2,7.5,7.6,7.6,113,60,188,344,113,44,15,7,2,7,Star Trek: Enterprise,tt0244365,1,8,7.2,854,7.26808
tt0572184,Broken Bow: Part II,2001,7.6,7.7,7.9,9.1,8.6,8.1,413,230,426,248,109,34,9,7,3,9,Star Trek: Enterprise,tt0244365,1,2,7.9,1439,8.08236
tt0572185,Canamar,2003,6.6,6.9,7,6.9,7.1,7.5,95,38,105,247,139,44,22,15,6,8,Star Trek: Enterprise,tt0244365,2,17,6.9,687,6.896040000000001
tt0572186,Carbon Creek,2002,8.5,8.2,8.5,8.5,8.8,8.9,311,283,268,110,60,26,9,3,2,9,Star Trek: Enterprise,tt0244365,2,2,8.4,1035,8.47956
tt0572187,Carpenter Street,2003,7.4,7.5,7.5,7.7,7.6,8,145,84,223,189,73,36,25,13,6,14,Star Trek: Enterprise,tt0244365,3,11,7.5,770,7.5357400000000005
tt0572188,Cease Fire,2003,8.1,8,8.1,8.2,8.3,8.2,160,140,278,145,46,21,4,2,3,2,Star Trek: Enterprise,tt0244365,2,15,8.1,764,8.08658
tt0572189,Chosen Realm,2004,6.7,7,6.9,6.3,7.1,7.7,105,50,127,233,115,60,23,21,11,26,Star Trek: Enterprise,tt0244365,3,12,6.9,735,6.83492
tt0572190,Civilization,2001,6.8,7,7.5,7.1,7.5,7.9,111,65,217,282,112,47,28,9,2,8,Star Trek: Enterprise,tt0244365,1,9,7.2,844,7.17254
tt0572191,Cogenitor,2003,8,7.9,8,7.9,8.1,8,221,175,224,130,68,37,23,18,11,38,Star Trek: Enterprise,tt0244365,2,22,7.9,903,7.925139999999999
tt0572192,Cold Front,2001,7.7,7.7,7.8,7.8,8.1,8.1,136,114,317,205,59,27,14,8,1,7,Star Trek: Enterprise,tt0244365,1,11,7.8,850,7.78362
tt0572193,Cold Station 12,2004,8.2,8,8,6.8,8.1,8.1,168,129,235,133,52,21,2,6,6,6,Star Trek: Enterprise,tt0244365,4,5,8.1,722,7.798699999999999
tt0572194,Countdown,2004,8.8,8.5,8.6,9.1,8.8,8.5,219,244,154,81,26,10,4,2,2,6,Star Trek: Enterprise,tt0244365,3,23,8.6,714,8.68056
tt0572195,Daedalus,2005,6.1,6.4,6.4,6.2,6.7,6.9,81,22,57,183,191,81,35,26,12,15,Star Trek: Enterprise,tt0244365,4,10,6.4,669,6.349679999999999
tt0572196,Damage,2004,8.5,8.3,8.1,7.8,8.3,8.1,172,186,211,119,33,14,6,8,4,7,Star Trek: Enterprise,tt0244365,3,19,8.2,724,8.147219999999999
tt0572197,Dawn,2003,7.3,7.3,7.4,8,8,7.7,105,75,212,196,84,42,22,9,5,10,Star Trek: Enterprise,tt0244365,2,13,7.4,722,7.53758
tt0572198,Dead Stop,2002,8.1,8,8.1,7.7,8.4,8.2,181,158,319,147,42,19,7,2,3,6,Star Trek: Enterprise,tt0244365,2,4,8.1,843,8.00822
tt0572199,Dear Doctor,2002,8.2,7.9,8.1,7.8,7.8,8.3,188,194,304,138,53,21,17,8,6,37,Star Trek: Enterprise,tt0244365,1,13,8,926,7.9626399999999995
tt0572200,Demons,2005,7.8,7.8,7.8,6.9,8.3,8.3,140,118,219,124,60,23,7,8,2,7,Star Trek: Enterprise,tt0244365,4,20,7.9,679,7.709420000000001
tt0572201,Desert Crossing,2002,6.7,6.9,7.1,7.4,7.2,7.5,98,44,138,283,125,53,24,15,4,7,Star Trek: Enterprise,tt0244365,1,24,7,756,7.04002
tt0572202,Detained,2002,7.4,7.3,7.5,7.1,7.9,7.7,111,71,214,236,95,28,19,9,7,5,Star Trek: Enterprise,tt0244365,1,21,7.4,761,7.396680000000001
tt0572203,Divergence,2005,8.2,8.1,8,7.1,8.6,8.3,142,166,223,100,43,14,6,5,3,3,Star Trek: Enterprise,tt0244365,4,16,8.1,673,7.96272
tt0572204,Doctor's Orders,2004,7.5,7.4,7.5,7.5,8.1,7.9,129,79,214,161,84,44,14,9,4,10,Star Trek: Enterprise,tt0244365,3,16,7.5,715,7.56168
tt0572205,E²,2004,7.8,7.8,8.1,7.6,8.2,8.5,163,133,256,136,40,22,14,11,2,5,Star Trek: Enterprise,tt0244365,3,21,8,748,7.8924199999999995
tt0572206,Exile,2003,6.8,6.9,7.1,6.8,7.3,7.4,92,39,129,239,129,55,25,14,3,8,Star Trek: Enterprise,tt0244365,3,6,7,700,6.9551
tt0572207,Extinction,2003,5.8,5.8,6.4,6.1,7.2,7,93,33,67,156,178,86,67,39,19,28,Star Trek: Enterprise,tt0244365,3,3,6.2,730,6.236839999999999
tt0572208,Fallen Hero,2002,8.1,7.9,8.3,8.2,8.4,8.3,163,159,302,143,49,15,3,6,2,4,Star Trek: Enterprise,tt0244365,1,23,8.1,810,8.12426
tt0572209,Fight or Flight,2001,7.1,6.8,7.2,7.2,7.6,7.2,106,55,179,360,157,68,16,9,7,12,Star Trek: Enterprise,tt0244365,1,3,7,927,7.11434
tt0572210,First Flight,2003,7.6,7.5,7.7,7.4,7.9,8.1,125,106,223,185,85,32,13,8,3,7,Star Trek: Enterprise,tt0244365,2,24,7.6,749,7.609800000000001
tt0572211,Fortunate Son,2001,6.4,6.4,6.7,5.7,6.7,7.2,97,31,83,264,213,80,39,26,10,12,Star Trek: Enterprise,tt0244365,1,10,6.6,817,6.40768
tt0572212,Fusion,2002,7,6.9,7.2,6.6,7.8,7.5,108,59,148,289,124,53,18,17,9,17,Star Trek: Enterprise,tt0244365,1,17,7.1,809,7.06
tt0572213,Future Tense,2003,8.2,8.1,8.3,8.6,8.5,8.2,162,193,257,109,37,20,5,2,2,4,Star Trek: Enterprise,tt0244365,2,16,8.2,757,8.25794
tt0572214,Harbinger,2004,7.7,7.6,7.5,7.3,7.9,8,137,78,210,190,65,36,12,9,2,5,Star Trek: Enterprise,tt0244365,3,15,7.6,713,7.590859999999999
tt0572215,Hatchery,2004,6.7,6.8,7.1,6.9,7.2,7.5,92,40,110,232,125,63,32,16,3,12,Star Trek: Enterprise,tt0244365,3,17,6.9,689,6.93072
tt0572216,Home,2004,8.2,7.8,7.8,9.5,8.9,8.4,547,216,276,179,96,28,12,6,3,2,Star Trek: Enterprise,tt0244365,4,3,8.1,1325,8.37532
tt0572217,Horizon,2003,6.3,6.5,6.9,6,7.1,7.6,96,32,78,231,154,69,29,23,13,11,Star Trek: Enterprise,tt0244365,2,20,6.7,701,6.58756
tt0572218,Impulse,2003,7.6,7.6,7.6,7.6,7.9,7.9,138,72,239,177,79,32,8,11,6,10,Star Trek: Enterprise,tt0244365,3,5,7.6,736,7.6257399999999995
tt0572219,"In a Mirror, Darkly",2005,9.1,8.7,8.5,7.7,8.8,7.9,391,260,167,78,46,21,11,5,12,19,Star Trek: Enterprise,tt0244365,4,18,8.7,974,8.443259999999999
tt0572220,"In a Mirror, Darkly, Part II",2005,9,8.6,8.5,7.8,8.9,7.6,368,244,153,68,43,26,12,9,8,22,Star Trek: Enterprise,tt0244365,4,19,8.6,922,8.399519999999999
tt0572221,Judgment,2003,7.6,7.6,7.6,7,8.1,7.9,126,103,243,165,90,23,13,7,6,7,Star Trek: Enterprise,tt0244365,2,19,7.7,747,7.54262
tt0572222,Kir'Shara,2004,8.4,8.5,8.5,8.9,9,8.6,205,230,178,71,33,14,9,2,1,6,Star Trek: Enterprise,tt0244365,4,9,8.6,717,8.57386
tt0572223,Marauders,2002,6.4,6.5,7,6.6,6.9,7.4,97,40,110,246,161,62,38,22,13,13,Star Trek: Enterprise,tt0244365,2,6,6.8,763,6.685700000000001
tt0572224,Minefield,2002,7.7,7.5,7.5,7.8,7.8,7.8,118,89,266,205,84,31,16,4,7,8,Star Trek: Enterprise,tt0244365,2,3,7.6,788,7.6286000000000005
tt0572225,North Star,2003,6.8,6.9,7,7.2,7.5,7.6,115,73,139,226,113,66,24,27,9,19,Star Trek: Enterprise,tt0244365,3,9,7,776,7.0644599999999995
tt0572226,Oasis,2002,7.2,6.9,7.2,7,7.4,7.8,107,56,160,272,123,54,16,9,4,8,Star Trek: Enterprise,tt0244365,1,20,7.1,774,7.161020000000001
tt0572227,Precious Cargo,2002,6.1,6.5,7.1,6.3,6.9,6.6,113,46,115,217,137,72,37,27,20,25,Star Trek: Enterprise,tt0244365,2,11,6.7,772,6.48156
tt0572228,Proving Ground,2004,8.7,8.4,8.4,8.1,8.7,8.7,181,227,240,103,18,7,6,1,2,1,Star Trek: Enterprise,tt0244365,3,13,8.4,752,8.43576
tt0572229,Rajiin,2003,7.1,7.1,7.2,6.8,7.1,7.5,105,46,142,270,108,42,9,12,6,9,Star Trek: Enterprise,tt0244365,3,4,7.2,715,7.05942
tt0572230,Regeneration,2003,8.5,8.4,8.5,9.4,9,8.5,618,357,245,116,85,27,12,9,6,19,Star Trek: Enterprise,tt0244365,2,23,8.6,1451,8.6604
tt0572231,Rogue Planet,2002,6.3,6.5,6.9,6.5,7,7.4,101,35,108,237,184,76,38,21,14,13,Star Trek: Enterprise,tt0244365,1,18,6.7,791,6.642599999999999
tt0572232,Shadows of P'Jem,2002,7.6,7.6,7.9,8.2,8.2,8.1,135,121,299,183,70,29,10,6,3,4,Star Trek: Enterprise,tt0244365,1,15,7.8,822,7.8449
tt0572233,Shockwave,2002,8.6,8.4,8.5,9,8.8,8.5,216,262,209,102,35,19,2,3,1,4,Star Trek: Enterprise,tt0244365,1,26,8.5,815,8.58302
tt0572234,"Shockwave, Part II",2002,8.2,8.2,8.4,9.5,8.9,8.9,539,296,252,147,84,25,7,2,7,6,Star Trek: Enterprise,tt0244365,2,1,8.4,1326,8.59186
tt0572235,Silent Enemy,2002,7.7,7.6,7.7,7.5,7.6,7.6,141,87,298,224,76,26,11,5,1,8,Star Trek: Enterprise,tt0244365,1,12,7.7,840,7.569780000000001
tt0572236,Similitude,2003,8.7,8.4,8.3,7.9,9,9,314,260,190,115,43,21,14,6,4,13,Star Trek: Enterprise,tt0244365,3,10,8.4,934,8.46002
tt0572237,Singularity,2002,7.4,7.5,7.5,7.9,7.9,7.8,114,95,214,217,87,42,8,6,5,4,Star Trek: Enterprise,tt0244365,2,9,7.5,757,7.59014
tt0572238,Sleeping Dogs,2002,7.1,7.1,7.4,7.1,7.6,7.3,103,44,197,300,108,38,14,7,5,3,Star Trek: Enterprise,tt0244365,1,14,7.2,781,7.18918
tt0572239,Stigma,2003,7.2,7.4,7.7,7.4,8.1,8,131,94,204,213,77,37,16,9,5,14,Star Trek: Enterprise,tt0244365,2,14,7.6,759,7.51412
tt0572240,Storm Front,2004,7.5,7.4,7.4,8.3,7.6,7.9,133,64,246,169,84,39,22,11,12,16,Star Trek: Enterprise,tt0244365,4,1,7.5,758,7.625840000000001
tt0572241,"Storm Front, Part II",2004,7.5,7.5,7.3,8.3,7.8,7.9,132,64,218,168,81,40,19,15,6,17,Star Trek: Enterprise,tt0244365,4,2,7.5,722,7.65558
tt0572242,Strange New World,2001,6.9,6.9,7.1,7.3,7.8,7.2,116,51,187,317,145,73,28,13,10,12,Star Trek: Enterprise,tt0244365,1,4,7,912,7.11548
tt0572243,Stratagem,2004,8.5,8.2,8.2,8.1,8.5,8.2,165,186,235,117,37,10,3,4,4,1,Star Trek: Enterprise,tt0244365,3,14,8.2,726,8.2389
tt0572244,Terra Nova,2001,6.4,6.3,6.7,6.6,6.8,7.5,113,32,102,251,240,95,46,24,9,15,Star Trek: Enterprise,tt0244365,1,6,6.5,887,6.604599999999999
tt0572245,Terra Prime,2005,8.6,8.3,8.1,8.3,8.7,8.7,210,177,195,93,41,17,8,9,2,7,Star Trek: Enterprise,tt0244365,4,21,8.3,729,8.38724
tt0572246,The Aenar,2005,8.3,8.3,8.3,8.6,8.8,8.7,172,200,204,102,29,8,4,3,3,3,Star Trek: Enterprise,tt0244365,4,14,8.4,697,8.41526
tt0572247,The Andorian Incident,2001,8.1,8.1,8,8.1,8.2,8.2,190,203,337,169,58,21,3,8,3,3,Star Trek: Enterprise,tt0244365,1,7,8.1,950,8.056999999999999
tt0572248,The Augments,2004,8.2,8.2,8,8.3,8.1,8.1,174,138,236,122,48,19,8,6,6,3,Star Trek: Enterprise,tt0244365,4,6,8.1,725,8.1093
tt0572249,The Breach,2003,6.9,6.9,7.1,6.9,7.6,7.6,96,41,114,262,107,47,25,9,3,7,Star Trek: Enterprise,tt0244365,2,21,7.1,679,7.06124
tt0572250,The Catwalk,2002,7.5,7.6,7.7,7.7,7.8,7.8,116,71,255,188,86,26,12,5,1,6,Star Trek: Enterprise,tt0244365,2,12,7.6,726,7.61018
tt0572251,The Communicator,2002,6.6,6.8,7.2,7.2,7.1,7.6,94,48,143,271,116,58,18,9,13,8,Star Trek: Enterprise,tt0244365,2,8,7,740,6.975280000000001
tt0572252,The Council,2004,8.7,8.5,8.4,8.6,8.5,8.3,187,213,186,83,29,13,7,2,2,5,Star Trek: Enterprise,tt0244365,3,22,8.5,692,8.471139999999998
tt0572253,The Crossing,2003,6.6,6.8,7.1,7.7,7.5,7.7,93,40,148,203,131,60,30,11,7,9,Star Trek: Enterprise,tt0244365,2,18,7,698,7.11866
tt0572254,The Expanse,2003,8.5,8.3,8.3,8.1,8.7,8.4,213,198,230,91,43,15,6,2,1,6,Star Trek: Enterprise,tt0244365,2,26,8.4,770,8.32164
tt0572255,The Forge,2004,8.3,8.4,8.3,8.4,8.9,8.4,186,205,208,96,32,15,3,4,3,3,Star Trek: Enterprise,tt0244365,4,7,8.4,723,8.37442
tt0572256,The Forgotten,2004,8.1,8,8,7.8,8.2,8.3,144,119,258,135,45,15,9,5,2,3,Star Trek: Enterprise,tt0244365,3,20,8,702,7.99616
tt0572257,The Seventh,2002,6.5,6.8,7.1,6.8,7.2,7.4,91,36,131,253,151,57,28,14,6,7,Star Trek: Enterprise,tt0244365,2,7,6.9,737,6.85366
tt0572258,The Shipment,2003,7.7,7.5,7.7,7.6,7.9,7.9,107,81,259,185,76,13,8,3,2,5,Star Trek: Enterprise,tt0244365,3,7,7.7,703,7.64678
tt0572259,The Xindi,2003,7.8,8,8,7.8,8.2,7.9,162,126,266,157,48,19,10,5,3,5,Star Trek: Enterprise,tt0244365,3,1,8,763,7.87902
tt0572260,These Are the Voyages...,2005,4.7,5.3,5.4,5.4,4.5,5.4,188,70,92,130,148,119,101,89,89,319,Star Trek: Enterprise,tt0244365,4,22,5.3,1295,5.0598
tt0572261,Twilight,2003,9,8.8,8.7,9,9,9,406,285,193,71,33,10,7,6,4,11,Star Trek: Enterprise,tt0244365,3,8,8.8,982,8.861479999999998
tt0572262,Two Days and Two Nights,2002,6.6,6.6,6.9,6.5,7.3,7.5,114,45,108,255,161,81,30,11,11,10,Star Trek: Enterprise,tt0244365,1,25,6.8,791,6.782979999999999
tt0572263,Unexpected,2001,7,7.1,7.5,7.1,7.6,7.9,135,92,228,293,110,40,28,18,14,15,Star Trek: Enterprise,tt0244365,1,5,7.3,933,7.2504800000000005
tt0572264,United,2005,8.6,8.6,8.4,9,8.8,8.4,187,241,172,87,22,8,2,2,1,6,Star Trek: Enterprise,tt0244365,4,13,8.6,694,8.59112
tt0572265,Vanishing Point,2002,6.5,6.9,7.3,7.5,7.2,7.4,105,61,172,211,126,35,37,22,10,14,Star Trek: Enterprise,tt0244365,2,10,7,755,7.029439999999999
tt0572266,Vox Sola,2002,6.9,6.6,7,6.9,7.2,7.3,96,40,127,229,169,75,25,13,14,10,Star Trek: Enterprise,tt0244365,1,22,6.8,764,6.90496
tt0572267,Zero Hour,2004,8.8,8.6,8.7,8.9,8.8,8.8,262,240,156,58,36,13,8,7,2,6,Star Trek: Enterprise,tt0244365,3,24,8.7,754,8.71088
tt0763253,Shuttlepod One,2002,7.8,7.4,7.2,7.7,8.2,7.7,144,112,233,194,107,56,15,17,8,9,Star Trek: Enterprise,tt0244365,1,16,7.5,860,7.6147800000000005
tt0765592,Observer Effect,2005,7.9,7.9,7.5,8.8,8.7,7.9,148,113,228,140,61,21,13,7,5,6,Star Trek: Enterprise,tt0244365,4,11,7.9,708,8.06322
tt5509372,The Vulcan Hello,2017,7.3,7.3,7,7.1,7.4,7.1,"1,018",623,"1,245","1,010",494,221,112,94,112,477,Star Trek: Discovery,tt5171438,1,1,7.2,5243,7.16082
tt5835712,Battle at the Binary Stars,2017,7.6,7.6,7.3,7.6,7.4,7.1,"1,080",762,"1,235",695,286,169,101,68,90,428,Star Trek: Discovery,tt5171438,1,2,7.6,4759,7.41974
tt5835714,Context Is for Kings,2017,7.8,7.8,7.6,8,7.9,7.4,"1,098",871,"1,117",547,220,93,83,64,63,356,Star Trek: Discovery,tt5171438,1,3,7.8,4369,7.72264
tt5870994,The Butcher's Knife Cares Not for the Lamb's Cry,2017,7.2,7.2,7.1,7.6,7.4,7.4,710,400,827,730,297,134,80,71,66,337,Star Trek: Discovery,tt5171438,1,4,7.3,3513,7.261839999999999
tt5870996,Choose Your Pain,2017,7.5,7.3,7.2,7.9,7.7,7.4,707,471,825,612,239,130,64,71,57,348,Star Trek: Discovery,tt5171438,1,5,7.4,3391,7.4606
tt5870998,Lethe,2017,7.4,7.3,7.4,8.1,7.9,7.4,666,401,763,594,207,107,56,54,46,293,Star Trek: Discovery,tt5171438,1,6,7.5,3055,7.5308600000000006
tt5884346,Magic to Make the Sanest Man Go Mad,2017,7.7,7.4,7.3,8.5,7.9,7.8,808,562,719,447,234,118,78,69,75,348,Star Trek: Discovery,tt5171438,1,7,7.5,3314,7.72406
tt5888594,"Si Vis Pacem, Para Bellum",2017,6.9,7,6.9,7.4,7,7.8,447,210,500,660,302,135,61,54,41,267,Star Trek: Discovery,tt5171438,1,8,7,2553,7.082339999999999
tt5890578,Into the Forest I Go,2017,8.2,8.1,8,8.6,8.3,8.3,879,695,667,258,117,49,42,35,33,263,Star Trek: Discovery,tt5171438,1,9,8.1,2912,8.197799999999999
tt6011050,Despite Yourself,2018,8.2,8.1,7.8,8.2,8.3,8.2,861,676,598,240,111,69,42,26,47,236,Star Trek: Discovery,tt5171438,1,10,8.1,2782,8.08286
tt6011052,The Wolf Inside,2018,8.1,8,8,8.1,8.3,8.4,678,582,556,246,78,56,35,22,37,198,Star Trek: Discovery,tt5171438,1,11,8.1,2366,8.07666
tt6011054,Vaulting Ambition,2018,8.4,8.4,8.1,8.9,8.7,8.5,952,773,445,168,75,46,34,26,30,198,Star Trek: Discovery,tt5171438,1,12,8.4,2621,8.44462
tt6011058,What's Past is Prologue,2018,8.4,8.2,8.2,8.3,8.7,8.4,879,673,397,176,81,53,38,21,31,205,Star Trek: Discovery,tt5171438,1,13,8.3,2425,8.3028
tt6902342,"The War Without, the War Within",2018,7.7,7.6,7.7,8.4,7.9,8.2,420,343,476,282,108,49,31,26,27,169,Star Trek: Discovery,tt5171438,1,14,7.7,1803,7.846260000000001
tt6902346,Will You Take My Hand?,2018,7.1,7,7.4,7.9,7.6,8,450,302,389,296,175,117,70,55,53,256,Star Trek: Discovery,tt5171438,1,15,7.2,2015,7.4007000000000005
